Date Time, Water Level, Sigma, O, F, R, L, Quality 
2016-01-01 00:00,0.823,0.000,0,0,0,0,v
2016-01-01 00:06,0.797,0.013,0,0,0,0,v
2016-01-01 00:12,0.773,0.017,0,0,0,0,v
2016-01-01 00:18,0.741,0.023,0,0,0,0,v
2016-01-01 00:24,0.716,0.014,0,0,0,0,v
2016-01-01 00:30,0.710,0.018,0,0,0,0,v
2016-01-01 00:36,0.700,0.015,0,0,0,0,v
2016-01-01 00:42,0.686,0.019,0,0,0,0,v
2016-01-01 00:48,0.675,0.023,0,0,0,0,v
2016-01-01 00:54,0.658,0.014,0,0,0,0,v
2016-01-01 01:00,0.644,0.019,0,0,0,0,v
2016-01-01 01:06,0.626,0.018,0,0,0,0,v
2016-01-01 01:12,0.607,0.031,0,0,0,0,v
2016-01-01 01:18,0.569,0.021,0,0,0,0,v
2016-01-01 01:24,0.553,0.020,0,0,0,0,v
2016-01-01 01:30,0.539,0.021,0,0,0,0,v
2016-01-01 01:36,0.539,0.018,0,0,0,0,v
2016-01-01 01:42,0.504,0.027,0,0,0,0,v
2016-01-01 01:48,0.491,0.020,0,0,0,0,v
2016-01-01 01:54,0.485,0.021,0,0,0,0,v
2016-01-01 02:00,0.489,0.019,0,0,0,0,v
2016-01-01 02:06,0.460,0.027,0,0,0,0,v
2016-01-01 02:12,0.450,0.015,0,0,0,0,v
2016-01-01 02:18,0.439,0.024,0,0,0,0,v
2016-01-01 02:24,0.435,0.016,0,0,0,0,v
2016-01-01 02:30,0.421,0.021,0,0,0,0,v
2016-01-01 02:36,0.412,0.019,0,0,0,0,v
2016-01-01 02:42,0.394,0.023,0,0,0,0,v
2016-01-01 02:48,0.389,0.017,0,0,0,0,v
2016-01-01 02:54,0.384,0.017,0,0,0,0,v
2016-01-01 03:00,0.379,0.023,0,0,0,0,v
2016-01-01 03:06,0.375,0.015,0,0,0,0,v
2016-01-01 03:12,0.376,0.015,0,0,0,0,v
2016-01-01 03:18,0.375,0.017,0,0,0,0,v
2016-01-01 03:24,0.383,0.024,0,0,0,0,v
2016-01-01 03:30,0.383,0.017,0,0,0,0,v
2016-01-01 03:36,0.375,0.017,0,0,0,0,v
2016-01-01 03:42,0.357,0.013,0,0,0,0,v
2016-01-01 03:48,0.348,0.028,0,0,0,0,v
2016-01-01 03:54,0.353,0.015,0,0,0,0,v
2016-01-01 04:00,0.355,0.016,0,0,0,0,v
2016-01-01 04:06,0.356,0.018,0,0,0,0,v
2016-01-01 04:12,0.363,0.018,0,0,0,0,v
2016-01-01 04:18,0.378,0.021,0,0,0,0,v
2016-01-01 04:24,0.396,0.016,0,0,0,0,v
2016-01-01 04:30,0.399,0.023,0,0,0,0,v
2016-01-01 04:36,0.399,0.018,0,0,0,0,v
2016-01-01 04:42,0.400,0.017,0,0,0,0,v
2016-01-01 04:48,0.408,0.017,0,0,0,0,v
2016-01-01 04:54,0.428,0.020,0,0,0,0,v
2016-01-01 05:00,0.450,0.017,0,0,0,0,v
2016-01-01 05:06,0.467,0.018,0,0,0,0,v
2016-01-01 05:12,0.473,0.015,0,0,0,0,v
2016-01-01 05:18,0.487,0.014,0,0,0,0,v
2016-01-01 05:24,0.501,0.017,0,0,0,0,v
2016-01-01 05:30,0.517,0.016,0,0,0,0,v
2016-01-01 05:36,0.530,0.014,0,0,0,0,v
2016-01-01 05:42,0.546,0.021,0,0,0,0,v
2016-01-01 05:48,0.555,0.018,0,0,0,0,v
2016-01-01 05:54,0.584,0.018,0,0,0,0,v
2016-01-01 06:00,0.613,0.020,0,0,0,0,v
2016-01-01 06:06,0.631,0.021,0,0,0,0,v
2016-01-01 06:12,0.629,0.020,0,0,0,0,v
2016-01-01 06:18,0.642,0.020,0,0,0,0,v
2016-01-01 06:24,0.669,0.022,0,0,0,0,v
2016-01-01 06:30,0.698,0.016,0,0,0,0,v
2016-01-01 06:36,0.726,0.024,0,0,0,0,v
2016-01-01 06:42,0.747,0.020,0,0,0,0,v
2016-01-01 06:48,0.774,0.019,0,0,0,0,v
2016-01-01 06:54,0.798,0.016,0,0,0,0,v
2016-01-01 07:00,0.822,0.018,0,0,0,0,v
2016-01-01 07:06,0.829,0.016,0,0,0,0,v
2016-01-01 07:12,0.838,0.017,0,0,0,0,v
2016-01-01 07:18,0.858,0.015,0,0,0,0,v
2016-01-01 07:24,0.884,0.016,0,0,0,0,v
2016-01-01 07:30,0.916,0.018,0,0,0,0,v
2016-01-01 07:36,0.945,0.019,0,0,0,0,v
2016-01-01 07:42,0.971,0.013,0,0,0,0,v
2016-01-01 07:48,0.982,0.012,0,0,0,0,v
2016-01-01 07:54,1.003,0.021,0,0,0,0,v
2016-01-01 08:00,1.024,0.018,0,0,0,0,v
2016-01-01 08:06,1.042,0.024,0,0,0,0,v
2016-01-01 08:12,1.059,0.020,0,0,0,0,v
2016-01-01 08:18,1.097,0.020,0,0,0,0,v
2016-01-01 08:24,1.123,0.020,0,0,0,0,v
2016-01-01 08:30,1.140,0.019,0,0,0,0,v
2016-01-01 08:36,1.166,0.016,0,0,0,0,v
2016-01-01 08:42,1.172,0.019,0,0,0,0,v
2016-01-01 08:48,1.166,0.012,0,0,0,0,v
2016-01-01 08:54,1.169,0.022,0,0,0,0,v
2016-01-01 09:00,1.190,0.015,0,0,0,0,v
2016-01-01 09:06,1.207,0.018,0,0,0,0,v
2016-01-01 09:12,1.233,0.017,0,0,0,0,v
2016-01-01 09:18,1.266,0.019,0,0,0,0,v
2016-01-01 09:24,1.287,0.015,0,0,0,0,v
2016-01-01 09:30,1.291,0.019,0,0,0,0,v
2016-01-01 09:36,1.307,0.015,0,0,0,0,v
2016-01-01 09:42,1.302,0.017,0,0,0,0,v
2016-01-01 09:48,1.299,0.018,0,0,0,0,v
2016-01-01 09:54,1.307,0.018,0,0,0,0,v
2016-01-01 10:00,1.328,0.024,0,0,0,0,v
2016-01-01 10:06,1.334,0.021,0,0,0,0,v
2016-01-01 10:12,1.353,0.024,0,0,0,0,v
2016-01-01 10:18,1.368,0.015,0,0,0,0,v
2016-01-01 10:24,1.370,0.021,0,0,0,0,v
2016-01-01 10:30,1.368,0.018,0,0,0,0,v
2016-01-01 10:36,1.373,0.016,0,0,0,0,v
2016-01-01 10:42,1.361,0.017,0,0,0,0,v
2016-01-01 10:48,1.348,0.018,0,0,0,0,v
2016-01-01 10:54,1.348,0.024,0,0,0,0,v
2016-01-01 11:00,1.350,0.021,0,0,0,0,v
2016-01-01 11:06,1.345,0.020,0,0,0,0,v
2016-01-01 11:12,1.344,0.024,0,0,0,0,v
2016-01-01 11:18,1.344,0.018,0,0,0,0,v
2016-01-01 11:24,1.344,0.035,0,0,0,0,v
2016-01-01 11:30,1.338,0.024,0,0,0,0,v
2016-01-01 11:36,1.334,0.021,0,0,0,0,v
2016-01-01 11:42,1.327,0.015,0,0,0,0,v
2016-01-01 11:48,1.319,0.018,0,0,0,0,v
2016-01-01 11:54,1.310,0.025,0,0,0,0,v
2016-01-01 12:00,1.306,0.024,0,0,0,0,v
2016-01-01 12:06,1.302,0.021,0,0,0,0,v
2016-01-01 12:12,1.288,0.022,0,0,0,0,v
2016-01-01 12:18,1.274,0.015,0,0,0,0,v
2016-01-01 12:24,1.265,0.020,0,0,0,0,v
2016-01-01 12:30,1.255,0.022,0,0,0,0,v
2016-01-01 12:36,1.240,0.019,0,0,0,0,v
2016-01-01 12:42,1.226,0.027,0,0,0,0,v
2016-01-01 12:48,1.208,0.020,0,0,0,0,v
2016-01-01 12:54,1.195,0.024,0,0,0,0,v
2016-01-01 13:00,1.186,0.018,0,0,0,0,v
2016-01-01 13:06,1.174,0.016,0,0,0,0,v
2016-01-01 13:12,1.160,0.017,0,0,0,0,v
2016-01-01 13:18,1.153,0.021,0,0,0,0,v
2016-01-01 13:24,1.147,0.028,0,0,0,0,v
2016-01-01 13:30,1.142,0.020,0,0,0,0,v
2016-01-01 13:36,1.124,0.023,0,0,0,0,v
2016-01-01 13:42,1.105,0.023,0,0,0,0,v
2016-01-01 13:48,1.078,0.018,0,0,0,0,v
2016-01-01 13:54,1.058,0.015,0,0,0,0,v
2016-01-01 14:00,1.035,0.018,0,0,0,0,v
2016-01-01 14:06,1.016,0.038,0,0,0,0,v
2016-01-01 14:12,0.999,0.020,0,0,0,0,v
2016-01-01 14:18,1.002,0.018,0,0,0,0,v
2016-01-01 14:24,0.996,0.022,0,0,0,0,v
2016-01-01 14:30,0.985,0.019,0,0,0,0,v
2016-01-01 14:36,0.964,0.025,0,0,0,0,v
2016-01-01 14:42,0.950,0.019,0,0,0,0,v
2016-01-01 14:48,0.937,0.026,0,0,0,0,v
2016-01-01 14:54,0.916,0.016,0,0,0,0,v
2016-01-01 15:00,0.899,0.016,0,0,0,0,v
2016-01-01 15:06,0.891,0.016,0,0,0,0,v
2016-01-01 15:12,0.891,0.022,0,0,0,0,v
2016-01-01 15:18,0.900,0.017,0,0,0,0,v
2016-01-01 15:24,0.892,0.021,0,0,0,0,v
2016-01-01 15:30,0.875,0.023,0,0,0,0,v
2016-01-01 15:36,0.859,0.023,0,0,0,0,v
2016-01-01 15:42,0.851,0.019,0,0,0,0,v
2016-01-01 15:48,0.845,0.019,0,0,0,0,v
2016-01-01 15:54,0.838,0.021,0,0,0,0,v
2016-01-01 16:00,0.825,0.017,0,0,0,0,v
2016-01-01 16:06,0.816,0.015,0,0,0,0,v
2016-01-01 16:12,0.816,0.019,0,0,0,0,v
2016-01-01 16:18,0.825,0.020,0,0,0,0,v
2016-01-01 16:24,0.822,0.017,0,0,0,0,v
2016-01-01 16:30,0.808,0.020,0,0,0,0,v
2016-01-01 16:36,0.800,0.015,0,0,0,0,v
2016-01-01 16:42,0.808,0.017,0,0,0,0,v
2016-01-01 16:48,0.807,0.029,0,0,0,0,v
2016-01-01 16:54,0.804,0.019,0,0,0,0,v
2016-01-01 17:00,0.805,0.020,0,0,0,0,v
2016-01-01 17:06,0.803,0.026,0,0,0,0,v
2016-01-01 17:12,0.807,0.022,0,0,0,0,v
2016-01-01 17:18,0.811,0.028,0,0,0,0,v
2016-01-01 17:24,0.806,0.023,0,0,0,0,v
2016-01-01 17:30,0.796,0.022,0,0,0,0,v
2016-01-01 17:36,0.801,0.021,0,0,0,0,v
2016-01-01 17:42,0.813,0.017,0,0,0,0,v
2016-01-01 17:48,0.835,0.016,0,0,0,0,v
2016-01-01 17:54,0.838,0.020,0,0,0,0,v
2016-01-01 18:00,0.832,0.023,0,0,0,0,v
2016-01-01 18:06,0.841,0.023,0,0,0,0,v
2016-01-01 18:12,0.852,0.020,0,0,0,0,v
2016-01-01 18:18,0.844,0.015,0,0,0,0,v
2016-01-01 18:24,0.837,0.018,0,0,0,0,v
2016-01-01 18:30,0.836,0.020,0,0,0,0,v
2016-01-01 18:36,0.844,0.040,0,0,0,0,v
2016-01-01 18:42,0.857,0.017,0,0,0,0,v
2016-01-01 18:48,0.871,0.021,0,0,0,0,v
2016-01-01 18:54,0.880,0.018,0,0,0,0,v
2016-01-01 19:00,0.878,0.017,0,0,0,0,v
2016-01-01 19:06,0.891,0.019,0,0,0,0,v
2016-01-01 19:12,0.898,0.019,0,0,0,0,v
2016-01-01 19:18,0.898,0.020,0,0,0,0,v
2016-01-01 19:24,0.887,0.023,0,0,0,0,v
2016-01-01 19:30,0.892,0.015,0,0,0,0,v
2016-01-01 19:36,0.905,0.019,0,0,0,0,v
2016-01-01 19:42,0.929,0.016,0,0,0,0,v
2016-01-01 19:48,0.947,0.015,0,0,0,0,v
2016-01-01 19:54,0.956,0.019,0,0,0,0,v
2016-01-01 20:00,0.958,0.017,0,0,0,0,v
2016-01-01 20:06,0.970,0.016,0,0,0,0,v
2016-01-01 20:12,0.969,0.025,0,0,0,0,v
2016-01-01 20:18,0.963,0.016,0,0,0,0,v
2016-01-01 20:24,0.963,0.015,0,0,0,0,v
2016-01-01 20:30,0.977,0.033,0,0,0,0,v
2016-01-01 20:36,0.989,0.020,0,0,0,0,v
2016-01-01 20:42,1.005,0.018,0,0,0,0,v
2016-01-01 20:48,1.011,0.021,0,0,0,0,v
2016-01-01 20:54,1.016,0.020,0,0,0,0,v
2016-01-01 21:00,1.021,0.021,0,0,0,0,v
2016-01-01 21:06,1.038,0.023,0,0,0,0,v
2016-01-01 21:12,1.044,0.019,0,0,0,0,v
2016-01-01 21:18,1.041,0.019,0,0,0,0,v
2016-01-01 21:24,1.039,0.018,0,0,0,0,v
2016-01-01 21:30,1.033,0.026,0,0,0,0,v
2016-01-01 21:36,1.032,0.016,0,0,0,0,v
2016-01-01 21:42,1.028,0.019,0,0,0,0,v
2016-01-01 21:48,1.016,0.021,0,0,0,0,v
2016-01-01 21:54,1.011,0.022,0,0,0,0,v
2016-01-01 22:00,1.022,0.027,0,0,0,0,v
2016-01-01 22:06,1.036,0.019,0,0,0,0,v
2016-01-01 22:12,1.046,0.021,0,0,0,0,v
2016-01-01 22:18,1.043,0.019,0,0,0,0,v
2016-01-01 22:24,1.039,0.023,0,0,0,0,v
2016-01-01 22:30,1.033,0.017,0,0,0,0,v
2016-01-01 22:36,1.027,0.018,0,0,0,0,v
2016-01-01 22:42,1.015,0.023,0,0,0,0,v
2016-01-01 22:48,0.994,0.017,0,0,0,0,v
2016-01-01 22:54,0.988,0.021,0,0,0,0,v
2016-01-01 23:00,0.994,0.018,0,0,0,0,v
2016-01-01 23:06,1.002,0.021,0,0,0,0,v
2016-01-01 23:12,1.002,0.024,0,0,0,0,v
2016-01-01 23:18,1.007,0.019,0,0,0,0,v
2016-01-01 23:24,1.001,0.019,0,0,0,0,v
2016-01-01 23:30,0.992,0.018,0,0,0,0,v
2016-01-01 23:36,0.985,0.018,0,0,0,0,v
2016-01-01 23:42,0.973,0.023,0,0,0,0,v
2016-01-01 23:48,0.955,0.019,0,0,0,0,v
2016-01-01 23:54,0.943,0.022,0,0,0,0,v
2016-01-02 00:00,0.926,0.019,0,0,0,0,v
2016-01-02 00:06,0.913,0.021,0,0,0,0,v
2016-01-02 00:12,0.898,0.020,0,0,0,0,v
2016-01-02 00:18,0.901,0.021,0,0,0,0,v
2016-01-02 00:24,0.892,0.021,0,0,0,0,v
2016-01-02 00:30,0.885,0.019,0,0,0,0,v
2016-01-02 00:36,0.873,0.024,0,0,0,0,v
2016-01-02 00:42,0.874,0.020,0,0,0,0,v
2016-01-02 00:48,0.864,0.022,0,0,0,0,v
2016-01-02 00:54,0.857,0.016,0,0,0,0,v
2016-01-02 01:00,0.830,0.021,0,0,0,0,v
2016-01-02 01:06,0.798,0.018,0,0,0,0,v
2016-01-02 01:12,0.777,0.042,0,0,0,0,v
2016-01-02 01:18,0.763,0.018,0,0,0,0,v
2016-01-02 01:24,0.748,0.018,0,0,0,0,v
2016-01-02 01:30,0.730,0.015,0,0,0,0,v
2016-01-02 01:36,0.722,0.022,0,0,0,0,v
2016-01-02 01:42,0.722,0.014,0,0,0,0,v
2016-01-02 01:48,0.715,0.016,0,0,0,0,v
2016-01-02 01:54,0.707,0.019,0,0,0,0,v
2016-01-02 02:00,0.684,0.025,0,0,0,0,v
2016-01-02 02:06,0.663,0.036,0,0,0,0,v
2016-01-02 02:12,0.651,0.023,0,0,0,0,v
2016-01-02 02:18,0.641,0.021,0,0,0,0,v
2016-01-02 02:24,0.631,0.019,0,0,0,0,v
2016-01-02 02:30,0.630,0.020,0,0,0,0,v
2016-01-02 02:36,0.616,0.023,0,0,0,0,v
2016-01-02 02:42,0.607,0.023,0,0,0,0,v
2016-01-02 02:48,0.614,0.024,0,0,0,0,v
2016-01-02 02:54,0.596,0.025,0,0,0,0,v
2016-01-02 03:00,0.574,0.028,0,0,0,0,v
2016-01-02 03:06,0.561,0.025,0,0,0,0,v
2016-01-02 03:12,0.564,0.018,0,0,0,0,v
2016-01-02 03:18,0.549,0.019,0,0,0,0,v
2016-01-02 03:24,0.538,0.021,0,0,0,0,v
2016-01-02 03:30,0.525,0.021,0,0,0,0,v
2016-01-02 03:36,0.515,0.021,0,0,0,0,v
2016-01-02 03:42,0.498,0.017,0,0,0,0,v
2016-01-02 03:48,0.500,0.025,0,0,0,0,v
2016-01-02 03:54,0.495,0.021,0,0,0,0,v
2016-01-02 04:00,0.484,0.022,0,0,0,0,v
2016-01-02 04:06,0.480,0.023,0,0,0,0,v
2016-01-02 04:12,0.484,0.019,0,0,0,0,v
2016-01-02 04:18,0.493,0.023,0,0,0,0,v
2016-01-02 04:24,0.493,0.017,0,0,0,0,v
2016-01-02 04:30,0.491,0.015,0,0,0,0,v
2016-01-02 04:36,0.490,0.033,0,0,0,0,v
2016-01-02 04:42,0.497,0.023,0,0,0,0,v
2016-01-02 04:48,0.502,0.019,0,0,0,0,v
2016-01-02 04:54,0.503,0.019,0,0,0,0,v
2016-01-02 05:00,0.508,0.019,0,0,0,0,v
2016-01-02 05:06,0.512,0.027,0,0,0,0,v
2016-01-02 05:12,0.521,0.022,0,0,0,0,v
2016-01-02 05:18,0.531,0.021,0,0,0,0,v
2016-01-02 05:24,0.540,0.015,0,0,0,0,v
2016-01-02 05:30,0.546,0.027,0,0,0,0,v
2016-01-02 05:36,0.553,0.024,0,0,0,0,v
2016-01-02 05:42,0.552,0.023,0,0,0,0,v
2016-01-02 05:48,0.560,0.023,0,0,0,0,v
2016-01-02 05:54,0.562,0.017,0,0,0,0,v
2016-01-02 06:00,0.563,0.014,0,0,0,0,v
2016-01-02 06:06,0.570,0.015,0,0,0,0,v
2016-01-02 06:12,0.587,0.022,0,0,0,0,v
2016-01-02 06:18,0.605,0.023,0,0,0,0,v
2016-01-02 06:24,0.623,0.022,0,0,0,0,v
2016-01-02 06:30,0.644,0.022,0,0,0,0,v
2016-01-02 06:36,0.672,0.026,0,0,0,0,v
2016-01-02 06:42,0.693,0.024,0,0,0,0,v
2016-01-02 06:48,0.707,0.027,0,0,0,0,v
2016-01-02 06:54,0.711,0.017,0,0,0,0,v
2016-01-02 07:00,0.724,0.020,0,0,0,0,v
2016-01-02 07:06,0.742,0.022,0,0,0,0,v
2016-01-02 07:12,0.754,0.018,0,0,0,0,v
2016-01-02 07:18,0.771,0.018,0,0,0,0,v
2016-01-02 07:24,0.787,0.019,0,0,0,0,v
2016-01-02 07:30,0.812,0.019,0,0,0,0,v
2016-01-02 07:36,0.844,0.019,0,0,0,0,v
2016-01-02 07:42,0.876,0.022,0,0,0,0,v
2016-01-02 07:48,0.895,0.021,0,0,0,0,v
2016-01-02 07:54,0.903,0.016,0,0,0,0,v
2016-01-02 08:00,0.921,0.026,0,0,0,0,v
2016-01-02 08:06,0.946,0.014,0,0,0,0,v
2016-01-02 08:12,0.958,0.015,0,0,0,0,v
2016-01-02 08:18,0.968,0.019,0,0,0,0,v
2016-01-02 08:24,0.991,0.027,0,0,0,0,v
2016-01-02 08:30,1.030,0.025,0,0,0,0,v
2016-01-02 08:36,1.051,0.024,0,0,0,0,v
2016-01-02 08:42,1.078,0.027,0,0,0,0,v
2016-01-02 08:48,1.096,0.022,0,0,0,0,v
2016-01-02 08:54,1.119,0.019,0,0,0,0,v
2016-01-02 09:00,1.133,0.021,0,0,0,0,v
2016-01-02 09:06,1.151,0.025,0,0,0,0,v
2016-01-02 09:12,1.162,0.020,0,0,0,0,v
2016-01-02 09:18,1.170,0.020,0,0,0,0,v
2016-01-02 09:24,1.180,0.020,0,0,0,0,v
2016-01-02 09:30,1.197,0.022,0,0,0,0,v
2016-01-02 09:36,1.230,0.020,0,0,0,0,v
2016-01-02 09:42,1.246,0.027,0,0,0,0,v
2016-01-02 09:48,1.257,0.031,0,0,0,0,v
2016-01-02 09:54,1.268,0.026,0,0,0,0,v
2016-01-02 10:00,1.293,0.020,0,0,0,0,v
2016-01-02 10:06,1.307,0.024,0,0,0,0,v
2016-01-02 10:12,1.325,0.022,0,0,0,0,v
2016-01-02 10:18,1.330,0.021,0,0,0,0,v
2016-01-02 10:24,1.335,0.026,0,0,0,0,v
2016-01-02 10:30,1.349,0.027,0,0,0,0,v
2016-01-02 10:36,1.365,0.027,0,0,0,0,v
2016-01-02 10:42,1.368,0.021,0,0,0,0,v
2016-01-02 10:48,1.368,0.025,0,0,0,0,v
2016-01-02 10:54,1.374,0.019,0,0,0,0,v
2016-01-02 11:00,1.382,0.037,0,0,0,0,v
2016-01-02 11:06,1.397,0.034,0,0,0,0,v
2016-01-02 11:12,1.414,0.030,0,0,0,0,v
2016-01-02 11:18,1.404,0.021,0,0,0,0,v
2016-01-02 11:24,1.406,0.023,0,0,0,0,v
2016-01-02 11:30,1.412,0.022,0,0,0,0,v
2016-01-02 11:36,1.421,0.036,0,0,0,0,v
2016-01-02 11:42,1.416,0.021,0,0,0,0,v
2016-01-02 11:48,1.415,0.028,0,0,0,0,v
2016-01-02 11:54,1.422,0.020,0,0,0,0,v
2016-01-02 12:00,1.424,0.029,0,0,0,0,v
2016-01-02 12:06,1.437,0.027,0,0,0,0,v
2016-01-02 12:12,1.437,0.037,0,0,0,0,v
2016-01-02 12:18,1.415,0.026,0,0,0,0,v
2016-01-02 12:24,1.395,0.025,0,0,0,0,v
2016-01-02 12:30,1.396,0.027,0,0,0,0,v
2016-01-02 12:36,1.385,0.029,0,0,0,0,v
2016-01-02 12:42,1.385,0.029,0,0,0,0,v
2016-01-02 12:48,1.378,0.020,0,0,0,0,v
2016-01-02 12:54,1.380,0.034,0,0,0,0,v
2016-01-02 13:00,1.355,0.023,0,0,0,0,v
2016-01-02 13:06,1.356,0.022,0,0,0,0,v
2016-01-02 13:12,1.340,0.029,0,0,0,0,v
2016-01-02 13:18,1.330,0.024,0,0,0,0,v
2016-01-02 13:24,1.300,0.028,0,0,0,0,v
2016-01-02 13:30,1.286,0.029,0,0,0,0,v
2016-01-02 13:36,1.270,0.028,0,0,0,0,v
2016-01-02 13:42,1.269,0.024,0,0,0,0,v
2016-01-02 13:48,1.264,0.027,0,0,0,0,v
2016-01-02 13:54,1.256,0.031,0,0,0,0,v
2016-01-02 14:00,1.238,0.026,0,0,0,0,v
2016-01-02 14:06,1.208,0.023,0,0,0,0,v
2016-01-02 14:12,1.197,0.029,0,0,0,0,v
2016-01-02 14:18,1.192,0.018,0,0,0,0,v
2016-01-02 14:24,1.167,0.027,0,0,0,0,v
2016-01-02 14:30,1.143,0.021,0,0,0,0,v
2016-01-02 14:36,1.119,0.029,0,0,0,0,v
2016-01-02 14:42,1.103,0.029,0,0,0,0,v
2016-01-02 14:48,1.090,0.023,0,0,0,0,v
2016-01-02 14:54,1.068,0.030,0,0,0,0,v
2016-01-02 15:00,1.046,0.032,0,0,0,0,v
2016-01-02 15:06,1.020,0.021,0,0,0,0,v
2016-01-02 15:12,1.011,0.028,0,0,0,0,v
2016-01-02 15:18,1.007,0.023,0,0,0,0,v
2016-01-02 15:24,1.014,0.030,0,0,0,0,v
2016-01-02 15:30,0.993,0.031,0,0,0,0,v
2016-01-02 15:36,0.982,0.027,0,0,0,0,v
2016-01-02 15:42,0.964,0.029,0,0,0,0,v
2016-01-02 15:48,0.953,0.024,0,0,0,0,v
2016-01-02 15:54,0.939,0.018,0,0,0,0,v
2016-01-02 16:00,0.919,0.020,0,0,0,0,v
2016-01-02 16:06,0.893,0.028,0,0,0,0,v
2016-01-02 16:12,0.883,0.023,0,0,0,0,v
2016-01-02 16:18,0.877,0.025,0,0,0,0,v
2016-01-02 16:24,0.880,0.026,0,0,0,0,v
2016-01-02 16:30,0.861,0.023,0,0,0,0,v
2016-01-02 16:36,0.826,0.028,0,0,0,0,v
2016-01-02 16:42,0.803,0.029,0,0,0,0,v
2016-01-02 16:48,0.795,0.022,0,0,0,0,v
2016-01-02 16:54,0.790,0.024,0,0,0,0,v
2016-01-02 17:00,0.777,0.028,0,0,0,0,v
2016-01-02 17:06,0.760,0.026,0,0,0,0,v
2016-01-02 17:12,0.762,0.023,0,0,0,0,v
2016-01-02 17:18,0.781,0.029,0,0,0,0,v
2016-01-02 17:24,0.784,0.028,0,0,0,0,v
2016-01-02 17:30,0.781,0.030,0,0,0,0,v
2016-01-02 17:36,0.760,0.027,0,0,0,0,v
2016-01-02 17:42,0.749,0.022,0,0,0,0,v
2016-01-02 17:48,0.744,0.023,0,0,0,0,v
2016-01-02 17:54,0.730,0.027,0,0,0,0,v
2016-01-02 18:00,0.724,0.022,0,0,0,0,v
2016-01-02 18:06,0.716,0.024,0,0,0,0,v
2016-01-02 18:12,0.719,0.024,0,0,0,0,v
2016-01-02 18:18,0.714,0.020,0,0,0,0,v
2016-01-02 18:24,0.708,0.018,0,0,0,0,v
2016-01-02 18:30,0.701,0.023,0,0,0,0,v
2016-01-02 18:36,0.690,0.031,0,0,0,0,v
2016-01-02 18:42,0.685,0.019,0,0,0,0,v
2016-01-02 18:48,0.695,0.023,0,0,0,0,v
2016-01-02 18:54,0.684,0.022,0,0,0,0,v
2016-01-02 19:00,0.679,0.027,0,0,0,0,v
2016-01-02 19:06,0.690,0.021,0,0,0,0,v
2016-01-02 19:12,0.706,0.021,0,0,0,0,v
2016-01-02 19:18,0.715,0.026,0,0,0,0,v
2016-01-02 19:24,0.724,0.000,0,0,0,0,v
2016-01-02 19:30,0.746,0.023,0,0,0,0,v
2016-01-02 19:36,0.744,0.021,0,0,0,0,v
2016-01-02 19:42,0.748,0.025,0,0,0,0,v
2016-01-02 19:48,0.745,0.030,0,0,0,0,v
2016-01-02 19:54,0.746,0.024,0,0,0,0,v
2016-01-02 20:00,0.737,0.023,0,0,0,0,v
2016-01-02 20:06,0.742,0.031,0,0,0,0,v
2016-01-02 20:12,0.756,0.019,0,0,0,0,v
2016-01-02 20:18,0.766,0.032,0,0,0,0,v
2016-01-02 20:24,0.782,0.027,0,0,0,0,v
2016-01-02 20:30,0.794,0.025,0,0,0,0,v
2016-01-02 20:36,0.804,0.023,0,0,0,0,v
2016-01-02 20:42,0.815,0.021,0,0,0,0,v
2016-01-02 20:48,0.809,0.026,0,0,0,0,v
2016-01-02 20:54,0.813,0.037,0,0,0,0,v
2016-01-02 21:00,0.826,0.029,0,0,0,0,v
2016-01-02 21:06,0.832,0.030,0,0,0,0,v
2016-01-02 21:12,0.827,0.022,0,0,0,0,v
2016-01-02 21:18,0.830,0.034,0,0,0,0,v
2016-01-02 21:24,0.852,0.022,0,0,0,0,v
2016-01-02 21:30,0.867,0.026,0,0,0,0,v
2016-01-02 21:36,0.874,0.024,0,0,0,0,v
2016-01-02 21:42,0.878,0.037,0,0,0,0,v
2016-01-02 21:48,0.885,0.024,0,0,0,0,v
2016-01-02 21:54,0.893,0.029,0,0,0,0,v
2016-01-02 22:00,0.904,0.024,0,0,0,0,v
2016-01-02 22:06,0.919,0.026,0,0,0,0,v
2016-01-02 22:12,0.925,0.039,0,0,0,0,v
2016-01-02 22:18,0.924,0.029,0,0,0,0,v
2016-01-02 22:24,0.920,0.031,0,0,0,0,v
2016-01-02 22:30,0.937,0.026,0,0,0,0,v
2016-01-02 22:36,0.949,0.028,0,0,0,0,v
2016-01-02 22:42,0.952,0.027,0,0,0,0,v
2016-01-02 22:48,0.957,0.025,0,0,0,0,v
2016-01-02 22:54,0.974,0.029,0,0,0,0,v
2016-01-02 23:00,0.983,0.028,0,0,0,0,v
2016-01-02 23:06,0.995,0.021,0,0,0,0,v
2016-01-02 23:12,1.006,0.018,0,0,0,0,v
2016-01-02 23:18,1.002,0.022,0,0,0,0,v
2016-01-02 23:24,1.010,0.024,0,0,0,0,v
2016-01-02 23:30,1.008,0.043,0,0,0,0,v
2016-01-02 23:36,0.992,0.028,0,0,0,0,v
2016-01-02 23:42,0.984,0.021,0,0,0,0,v
2016-01-02 23:48,0.984,0.031,0,0,0,0,v
2016-01-02 23:54,0.979,0.034,0,0,0,0,v
2016-01-03 00:00,0.980,0.037,0,0,0,0,v
